"id";"moto_similares";"caminhao_similares";"onibus_similares"
292391;"sim";"não";"não"
292393;"não";"não";"não"
292394;"não";"sim";"não"
292395;"sim";"não";"não"
292397;"não";"não";"não"
292398;"não";"não";"não"
292399;"sim";"não";"não"
292400;"não";"não";"não"
292401;"não";"não";"não"
292402;"não";"não";"não"
292403;"não";"sim";"não"
292404;"não";"sim";"não"
292405;"não";"não";"não"
292406;"não";"não";"não"
292407;"não";"sim";"não"
292408;"não";"sim";"não"
292409;"não";"não";"sim"
292410;"não";"sim";"não"
292411;"não";"sim";"não"
292413;"sim";"não";"não"
292414;"sim";"não";"não"
292415;"não";"não";"não"
292416;"sim";"não";"não"
292417;"sim";"não";"não"
292418;"não";"sim";"não"
292419;"não";"sim";"não"
292420;"sim";"não";"não"
292421;"sim";"não";"não"
292422;"não";"não";"não"
292424;"sim";"não";"não"
292426;"não";"não";"não"
292427;"não";"não";"não"
292429;"não";"não";"não"
292430;"sim";"não";"não"
292432;"não";"não";"não"
292433;"sim";"não";"não"
292434;"não";"não";"não"
292435;"sim";"não";"não"
292437;"sim";"não";"não"
292438;"não";"sim";"não"
292439;"não";"não";"não"
292440;"sim";"não";"não"
292441;"não";"sim";"não"
292442;"sim";"não";"não"
292443;"não";"sim";"não"
292444;"sim";"não";"não"
292445;"sim";"não";"não"
292446;"não";"não";"não"
292448;"não";"não";"não"
292449;"não";"não";"não"
292450;"não";"não";"não"
292451;"não";"não";"não"
292453;"sim";"não";"não"
292454;"não";"não";"não"
292455;"não";"não";"não"
292456;"sim";"não";"não"
292457;"não";"sim";"não"
292458;"sim";"não";"não"
292459;"sim";"sim";"não"
292462;"sim";"sim";"não"
292463;"não";"não";"não"
292464;"não";"sim";"não"
292465;"sim";"não";"não"
292466;"não";"não";"não"
292467;"não";"não";"não"
292468;"sim";"não";"não"
292469;"não";"não";"não"
292470;"não";"sim";"não"
292471;"não";"sim";"não"
292472;"não";"não";"não"
292473;"não";"não";"não"
292474;"sim";"não";"não"
292475;"sim";"não";"sim"
292476;"sim";"não";"não"
292477;"não";"não";"não"
292478;"não";"não";"não"
292479;"não";"não";"não"
292481;"sim";"não";"não"
292482;"não";"não";"não"
292483;"sim";"não";"não"
292484;"não";"não";"não"
292485;"não";"não";"não"
292486;"não";"não";"não"
292487;"sim";"sim";"não"
292488;"sim";"não";"não"
292489;"sim";"não";"não"
292490;"não";"sim";"não"
292491;"não";"não";"não"
292492;"sim";"não";"não"
292493;"não";"não";"não"
292494;"não";"não";"não"
292495;"sim";"não";"não"
292496;"não";"não";"não"
292497;"sim";"não";"não"
292498;"não";"não";"não"
292499;"sim";"não";"não"
292500;"não";"sim";"não"
292501;"não";"não";"não"
292502;"não";"não";"não"
292504;"sim";"não";"não"
292505;"não";"não";"não"
292506;"não";"não";"não"
292507;"não";"sim";"não"
292508;"não";"não";"não"
292511;"sim";"não";"não"
292512;"sim";"não";"não"
292513;"sim";"não";"não"
292514;"sim";"não";"não"
292515;"sim";"não";"não"
292516;"não";"sim";"não"
292517;"sim";"não";"não"
292518;"não";"não";"não"
292519;"sim";"não";"não"
292520;"sim";"não";"não"
292521;"sim";"não";"não"
292522;"não";"sim";"não"
292523;"sim";"não";"não"
292524;"sim";"não";"não"
292525;"sim";"não";"não"
292526;"sim";"não";"não"
292527;"não";"não";"não"
292528;"não";"não";"não"
292529;"sim";"não";"não"
292530;"não";"não";"não"
292531;"sim";"não";"não"
292532;"não";"não";"não"
292533;"não";"não";"não"
292534;"não";"não";"não"
292535;"sim";"não";"não"
292536;"sim";"não";"não"
292537;"não";"não";"não"
292538;"sim";"sim";"não"
292539;"não";"sim";"não"
292540;"sim";"não";"não"
292541;"não";"não";"não"
292542;"não";"sim";"não"
292543;"não";"não";"não"
292544;"não";"sim";"não"
292545;"não";"sim";"não"
292546;"não";"não";"não"
292547;"não";"não";"não"
292548;"não";"não";"não"
292549;"sim";"não";"não"
292551;"não";"não";"não"
292552;"sim";"não";"não"
292553;"sim";"não";"não"
292555;"sim";"não";"sim"
292556;"não";"não";"não"
292557;"não";"não";"não"
292558;"não";"não";"não"
292559;"não";"não";"não"
292560;"sim";"não";"não"
292561;"não";"não";"não"
292563;"sim";"não";"não"
292564;"sim";"não";"não"
292565;"não";"não";"não"
292566;"não";"não";"sim"
292567;"não";"não";"não"
292568;"não";"não";"não"
292570;"não";"sim";"não"
292571;"não";"não";"não"
292572;"não";"não";"não"
292573;"sim";"não";"não"
292574;"não";"não";"não"
292575;"não";"sim";"não"
292576;"sim";"não";"não"
292577;"sim";"não";"sim"
292578;"não";"não";"não"
292579;"não";"sim";"não"
292580;"sim";"não";"não"
292581;"sim";"não";"não"
292583;"não";"não";"não"
292584;"sim";"não";"não"
292585;"não";"sim";"não"
292586;"sim";"sim";"não"
292587;"sim";"não";"não"
292588;"sim";"não";"não"
292590;"sim";"não";"não"
292591;"não";"não";"não"
292592;"não";"não";"não"
292593;"não";"não";"não"
292595;"sim";"não";"não"
292596;"sim";"sim";"não"
292597;"sim";"não";"não"
292598;"não";"sim";"não"
292599;"não";"não";"não"
292600;"não";"não";"não"
292601;"não";"sim";"não"
292602;"não";"não";"não"
292603;"sim";"sim";"não"
292605;"sim";"não";"não"
292606;"não";"não";"não"
292608;"não";"não";"não"
292609;"sim";"não";"não"
292610;"não";"não";"não"
292611;"sim";"não";"não"
292612;"não";"não";"não"
292613;"sim";"não";"não"
292614;"sim";"não";"não"
292615;"não";"sim";"não"
292616;"sim";"não";"não"
292617;"sim";"não";"não"
292620;"não";"não";"não"
292621;"não";"sim";"não"
292622;"sim";"sim";"não"
292623;"sim";"sim";"não"
292624;"não";"não";"não"
292625;"sim";"não";"não"
292626;"sim";"não";"não"
292627;"não";"sim";"não"
292628;"sim";"sim";"não"
292629;"não";"sim";"não"
292630;"não";"não";"não"
292631;"não";"não";"não"
292633;"sim";"não";"não"
292634;"sim";"não";"não"
292635;"sim";"sim";"não"
292636;"não";"não";"não"
292637;"sim";"não";"não"
292638;"sim";"não";"não"
292639;"não";"sim";"não"
292640;"não";"não";"não"
292641;"não";"sim";"não"
292642;"sim";"não";"sim"
292643;"não";"não";"não"
292644;"sim";"não";"não"
292645;"não";"não";"não"
292646;"não";"não";"não"
292647;"não";"não";"não"
292648;"não";"sim";"não"
292649;"não";"não";"não"
292650;"não";"sim";"não"
292651;"não";"sim";"não"
292652;"não";"não";"não"
292653;"sim";"não";"não"
292654;"sim";"não";"não"
292655;"sim";"sim";"não"
292656;"não";"não";"não"
292657;"não";"não";"não"
292658;"não";"sim";"não"
292659;"não";"não";"não"
292661;"não";"sim";"não"
292663;"sim";"não";"não"
292664;"sim";"não";"não"
292665;"não";"não";"não"
292666;"não";"não";"não"
292667;"não";"não";"não"
292668;"não";"não";"não"
292669;"não";"não";"não"
292670;"não";"sim";"não"
292671;"não";"sim";"não"
292674;"não";"não";"não"
292675;"sim";"não";"não"
292676;"sim";"não";"não"
292677;"sim";"não";"não"
292678;"sim";"não";"não"
292679;"sim";"não";"não"
292680;"sim";"não";"não"
292681;"não";"sim";"não"
292684;"sim";"sim";"não"
292685;"não";"não";"não"
292686;"não";"não";"não"
292687;"não";"não";"não"
292688;"sim";"sim";"não"
292689;"não";"não";"não"
292690;"sim";"não";"não"
292691;"não";"não";"não"
292692;"sim";"não";"não"
292695;"não";"sim";"não"
292696;"não";"sim";"não"
292697;"sim";"não";"não"
292698;"não";"sim";"não"
292699;"sim";"não";"não"
292700;"não";"não";"não"
292701;"sim";"não";"não"
292702;"não";"sim";"não"
292704;"não";"sim";"não"
292705;"não";"sim";"não"
292706;"não";"não";"não"
292707;"não";"não";"não"
292708;"não";"não";"não"
292709;"não";"sim";"não"
292710;"não";"não";"não"
292711;"não";"sim";"não"
292712;"não";"sim";"não"
292713;"não";"sim";"não"
292714;"sim";"não";"sim"
292715;"não";"sim";"não"
292716;"não";"sim";"não"
292717;"não";"não";"não"
292718;"não";"não";"não"
292719;"não";"não";"não"
292720;"não";"sim";"não"
292721;"não";"não";"não"
292722;"sim";"não";"não"
292723;"não";"não";"não"
292724;"sim";"não";"não"
292725;"sim";"não";"não"
292726;"sim";"não";"não"
292727;"não";"não";"sim"
292728;"sim";"sim";"não"
292729;"sim";"sim";"não"
292731;"sim";"não";"não"
292732;"não";"não";"não"
292733;"não";"sim";"não"
292734;"sim";"não";"não"
292736;"não";"sim";"não"
292738;"sim";"não";"não"
292741;"não";"não";"não"
292743;"não";"não";"não"
292744;"sim";"não";"não"
292745;"não";"sim";"não"
292746;"não";"sim";"não"
292748;"não";"sim";"não"
292749;"sim";"não";"não"
292750;"sim";"não";"não"
292751;"sim";"não";"não"
292752;"sim";"não";"não"
292753;"sim";"não";"não"
292754;"sim";"não";"não"
292755;"sim";"não";"não"
292757;"não";"sim";"não"
292758;"não";"sim";"não"
292759;"não";"não";"não"
292760;"sim";"não";"não"
292761;"sim";"não";"não"
292762;"não";"não";"não"
292763;"sim";"não";"não"
292764;"não";"não";"não"
292765;"sim";"não";"não"
292766;"não";"não";"não"
292767;"sim";"não";"não"
292768;"não";"não";"não"
292769;"sim";"não";"não"
292770;"não";"não";"não"
292772;"sim";"não";"não"
292773;"não";"sim";"não"
292774;"sim";"não";"não"
292777;"sim";"não";"não"
292778;"não";"sim";"não"
292779;"sim";"não";"não"
292780;"sim";"não";"não"
292781;"não";"não";"não"
292782;"sim";"não";"não"
292784;"não";"não";"não"
292785;"não";"não";"não"
292786;"não";"não";"não"
292787;"não";"sim";"não"
292788;"não";"sim";"não"
292789;"sim";"não";"não"
292791;"sim";"não";"não"
292792;"não";"não";"não"
292793;"não";"não";"não"
292795;"não";"sim";"não"
292797;"sim";"não";"não"
292798;"não";"sim";"não"
292799;"sim";"não";"não"
292801;"sim";"não";"não"
292802;"não";"não";"não"
292803;"não";"sim";"não"
292804;"não";"sim";"não"
292805;"sim";"não";"não"
292806;"não";"sim";"não"
292807;"sim";"não";"não"
292808;"não";"não";"não"
292809;"não";"sim";"não"
292810;"sim";"não";"não"
292811;"sim";"não";"sim"
292812;"não";"não";"não"
292813;"sim";"não";"não"
292815;"não";"sim";"não"
292816;"sim";"não";"não"
292817;"sim";"não";"não"
292818;"sim";"sim";"não"
292819;"não";"não";"não"
292820;"não";"não";"não"
292821;"não";"sim";"não"
292822;"sim";"não";"não"
292823;"não";"não";"não"
292825;"sim";"não";"não"
292826;"não";"não";"não"
292827;"sim";"não";"não"
292828;"sim";"não";"não"
292829;"não";"não";"não"
292830;"sim";"não";"não"
292831;"não";"sim";"não"
292832;"não";"sim";"não"
292833;"não";"sim";"não"
292835;"não";"não";"não"
292836;"sim";"não";"não"
292837;"não";"sim";"não"
292838;"não";"não";"não"
292840;"sim";"não";"não"
292841;"não";"sim";"não"
292842;"não";"sim";"não"
292843;"sim";"não";"não"
292844;"não";"não";"não"
292845;"não";"sim";"não"
292846;"não";"não";"não"
292847;"sim";"sim";"não"
292848;"não";"sim";"não"
292849;"não";"sim";"não"
292850;"sim";"não";"não"
292851;"não";"não";"não"
292852;"sim";"não";"não"
292853;"não";"sim";"não"
292854;"não";"não";"não"
292855;"sim";"não";"não"
292856;"sim";"não";"não"
292857;"não";"não";"não"
292858;"não";"sim";"não"
292859;"não";"sim";"não"
292860;"não";"sim";"não"
292861;"não";"sim";"não"
292862;"não";"sim";"não"
292863;"não";"sim";"não"
292864;"não";"sim";"não"
292865;"não";"não";"não"
292866;"não";"sim";"não"
292867;"não";"sim";"não"
292868;"sim";"não";"não"
292869;"não";"sim";"não"
292871;"não";"sim";"não"
292872;"sim";"não";"não"
292873;"não";"não";"não"
292874;"não";"sim";"não"
292875;"não";"sim";"não"
292876;"sim";"não";"não"
292877;"sim";"não";"não"
292878;"não";"não";"não"
292879;"sim";"não";"não"
292880;"não";"sim";"não"
292881;"não";"não";"não"
292882;"sim";"não";"não"
292883;"sim";"não";"não"
292884;"sim";"não";"não"
292885;"sim";"não";"não"
292886;"sim";"sim";"não"
292887;"não";"sim";"não"
292890;"não";"não";"não"
292891;"não";"não";"não"
292892;"sim";"não";"não"
292893;"não";"sim";"não"
292894;"sim";"não";"não"
292895;"não";"não";"sim"
292896;"não";"sim";"sim"
292897;"não";"sim";"não"
292898;"não";"sim";"não"
292899;"sim";"não";"não"
292900;"não";"não";"não"
292901;"não";"não";"não"
292902;"não";"sim";"não"
292904;"sim";"não";"não"
292907;"sim";"não";"não"
292908;"não";"não";"não"
292909;"sim";"não";"não"
292910;"não";"sim";"não"
292911;"sim";"não";"não"
292912;"não";"sim";"não"
292914;"não";"sim";"não"
292916;"sim";"não";"não"
292917;"não";"não";"não"
292918;"não";"sim";"não"
292919;"sim";"não";"não"
292920;"sim";"não";"não"
292921;"não";"sim";"não"
292922;"sim";"sim";"não"
292923;"não";"sim";"não"
292924;"não";"não";"não"
292925;"não";"sim";"não"
292926;"não";"não";"não"
292927;"não";"sim";"não"
292928;"não";"sim";"não"
292929;"não";"sim";"não"
292931;"sim";"não";"não"
292932;"não";"sim";"não"
292934;"sim";"não";"não"
292935;"não";"sim";"não"
292936;"não";"sim";"não"
292937;"não";"sim";"não"
292938;"não";"não";"não"
292939;"sim";"não";"não"
292940;"sim";"não";"não"
292941;"sim";"não";"não"
292942;"sim";"não";"não"
292943;"sim";"não";"não"
292944;"sim";"sim";"não"
292945;"sim";"não";"não"
292947;"não";"não";"não"
292948;"sim";"não";"não"
292949;"não";"não";"não"
292950;"sim";"não";"não"
292951;"não";"não";"não"
292952;"não";"não";"não"
292953;"não";"sim";"sim"
292954;"sim";"não";"não"
292955;"sim";"não";"não"
292956;"não";"sim";"não"
292958;"não";"sim";"não"
292960;"sim";"não";"não"
292961;"não";"não";"não"
292962;"sim";"não";"não"
292963;"não";"não";"não"
292964;"sim";"não";"não"
292965;"sim";"não";"não"
292966;"não";"sim";"não"
292968;"não";"não";"não"
292969;"sim";"não";"não"
292970;"não";"não";"não"
292971;"não";"sim";"não"
292972;"não";"sim";"não"
292973;"sim";"não";"não"
292974;"sim";"não";"não"
292975;"não";"sim";"não"
292976;"não";"não";"não"
292977;"sim";"não";"não"
292978;"sim";"sim";"não"
292979;"não";"não";"não"
292980;"não";"não";"não"
292981;"não";"sim";"não"
292982;"sim";"não";"não"
292984;"sim";"não";"não"
292985;"sim";"sim";"não"
292986;"sim";"não";"não"
292987;"não";"não";"não"
292988;"não";"sim";"não"
292989;"sim";"não";"não"
292990;"sim";"não";"não"
292991;"sim";"não";"não"
292992;"sim";"não";"não"
292993;"não";"não";"não"
292994;"sim";"não";"não"
292995;"sim";"não";"não"
292997;"sim";"não";"sim"
292998;"não";"sim";"não"
292999;"não";"sim";"não"
293000;"não";"não";"não"
293001;"não";"sim";"não"
293002;"sim";"sim";"não"
293003;"não";"sim";"não"
293004;"não";"não";"não"
293006;"não";"não";"não"
293007;"não";"sim";"não"
293008;"não";"não";"não"
293009;"não";"não";"não"
293010;"não";"sim";"não"
293011;"não";"não";"não"
293012;"não";"sim";"não"
293013;"não";"sim";"não"
293014;"sim";"não";"não"
293016;"não";"não";"não"
293017;"sim";"sim";"não"
293018;"sim";"sim";"não"
293019;"não";"não";"não"
293020;"sim";"sim";"não"
293021;"não";"sim";"não"
293022;"sim";"não";"não"
293023;"sim";"não";"não"
293024;"não";"sim";"não"
293025;"sim";"não";"não"
293026;"não";"não";"não"
293028;"não";"não";"não"
293029;"não";"sim";"não"
293030;"sim";"não";"não"
293031;"sim";"não";"não"
293032;"não";"não";"não"
293033;"sim";"não";"não"
293034;"sim";"não";"não"
293036;"sim";"não";"não"
293037;"não";"não";"não"
293038;"não";"sim";"não"
293039;"sim";"não";"não"
293040;"não";"não";"não"
293041;"não";"não";"não"
293042;"sim";"não";"não"
293043;"não";"não";"sim"
