"id";"moto_similares";"caminhao_similares";"onibus_similares"
291249;"não";"não";"não"
291250;"não";"não";"não"
291251;"não";"não";"não"
291252;"sim";"não";"não"
291253;"sim";"não";"não"
291254;"não";"sim";"não"
291255;"sim";"não";"não"
291256;"sim";"não";"não"
291257;"não";"não";"não"
291258;"não";"não";"não"
291259;"sim";"não";"não"
291261;"não";"não";"não"
291262;"não";"sim";"não"
291263;"não";"não";"não"
291264;"não";"não";"não"
291265;"não";"não";"não"
291266;"sim";"não";"não"
291267;"sim";"não";"não"
291268;"sim";"não";"não"
291269;"não";"sim";"não"
291270;"não";"não";"não"
291271;"sim";"não";"não"
291272;"não";"não";"não"
291274;"não";"não";"não"
291275;"não";"não";"não"
291276;"não";"não";"não"
291277;"sim";"não";"não"
291278;"não";"não";"não"
291279;"não";"não";"não"
291280;"não";"não";"não"
291281;"sim";"sim";"não"
291282;"não";"não";"não"
291283;"sim";"não";"não"
291284;"não";"sim";"não"
291285;"sim";"não";"não"
291286;"sim";"não";"não"
291287;"não";"sim";"não"
291289;"não";"não";"não"
291290;"sim";"não";"não"
291291;"não";"sim";"não"
291292;"sim";"não";"não"
291293;"não";"não";"não"
291294;"sim";"não";"não"
291295;"não";"não";"não"
291296;"sim";"não";"não"
291297;"não";"não";"não"
291298;"sim";"não";"não"
291299;"não";"sim";"não"
291300;"não";"sim";"não"
291301;"não";"sim";"não"
291302;"não";"não";"não"
291303;"não";"não";"não"
291304;"sim";"sim";"não"
291305;"não";"sim";"não"
291306;"sim";"não";"não"
291307;"sim";"não";"não"
291308;"sim";"não";"não"
291310;"sim";"não";"não"
291311;"sim";"não";"não"
291312;"não";"sim";"não"
291313;"não";"não";"não"
291314;"sim";"não";"não"
291315;"sim";"não";"não"
291316;"sim";"não";"não"
291317;"não";"sim";"não"
291318;"não";"não";"não"
291319;"não";"não";"não"
291320;"sim";"não";"não"
291321;"não";"não";"não"
291322;"sim";"não";"não"
291323;"não";"sim";"não"
291324;"não";"não";"não"
291326;"sim";"não";"não"
291327;"não";"não";"não"
291328;"sim";"não";"não"
291329;"não";"não";"não"
291330;"sim";"não";"não"
291331;"não";"não";"não"
291332;"sim";"não";"não"
291333;"sim";"não";"não"
291334;"não";"sim";"não"
291335;"não";"sim";"não"
291336;"não";"não";"não"
291338;"não";"sim";"não"
291339;"sim";"não";"não"
291340;"não";"sim";"não"
291341;"não";"sim";"não"
291342;"sim";"não";"não"
291343;"sim";"não";"não"
291344;"sim";"não";"não"
291345;"sim";"não";"não"
291346;"sim";"não";"não"
291347;"sim";"não";"não"
291348;"não";"não";"sim"
291349;"sim";"não";"não"
291350;"sim";"sim";"não"
291351;"sim";"não";"não"
291352;"sim";"não";"não"
291353;"não";"não";"não"
291354;"não";"não";"não"
291356;"não";"não";"não"
291358;"não";"não";"não"
291359;"não";"não";"não"
291360;"sim";"não";"não"
291361;"sim";"não";"não"
291362;"não";"não";"não"
291363;"não";"não";"não"
291364;"sim";"não";"não"
291366;"não";"não";"não"
291367;"sim";"sim";"não"
291368;"não";"não";"não"
291369;"não";"sim";"não"
291370;"não";"não";"não"
291371;"não";"não";"não"
291373;"sim";"não";"não"
291374;"não";"não";"não"
291375;"sim";"não";"não"
291376;"sim";"não";"não"
291378;"não";"sim";"não"
291379;"sim";"não";"não"
291380;"não";"sim";"não"
291381;"não";"não";"não"
291382;"não";"não";"não"
291383;"não";"não";"não"
291384;"sim";"não";"não"
291386;"não";"sim";"não"
291387;"não";"sim";"não"
291389;"não";"sim";"não"
291390;"sim";"não";"não"
291393;"sim";"não";"não"
291394;"não";"sim";"não"
291395;"não";"não";"não"
291396;"sim";"não";"não"
291397;"não";"sim";"não"
291398;"não";"sim";"não"
291399;"sim";"não";"não"
291400;"sim";"não";"não"
291402;"sim";"não";"não"
291403;"sim";"não";"não"
291404;"sim";"não";"não"
291405;"sim";"não";"não"
291406;"sim";"não";"não"
291407;"sim";"não";"não"
291408;"não";"não";"não"
291409;"não";"sim";"não"
291410;"não";"não";"não"
291411;"não";"sim";"não"
291412;"sim";"não";"não"
291413;"sim";"sim";"não"
291414;"sim";"não";"não"
291415;"sim";"não";"não"
291416;"não";"não";"não"
291417;"sim";"não";"não"
291418;"sim";"não";"não"
291419;"sim";"não";"não"
291420;"não";"sim";"não"
291421;"não";"sim";"não"
291422;"não";"não";"não"
291424;"não";"não";"não"
291426;"sim";"não";"não"
291427;"sim";"não";"não"
291428;"não";"não";"não"
291429;"não";"sim";"não"
291430;"não";"sim";"não"
291431;"não";"sim";"não"
291432;"não";"sim";"não"
291433;"sim";"não";"não"
291434;"não";"não";"não"
291435;"não";"sim";"não"
291436;"sim";"não";"não"
291437;"não";"sim";"não"
291438;"sim";"sim";"não"
291439;"sim";"não";"sim"
291440;"não";"sim";"sim"
291441;"sim";"não";"não"
291442;"não";"não";"não"
291443;"não";"não";"não"
291444;"não";"sim";"não"
291446;"não";"não";"não"
291447;"não";"não";"não"
291448;"sim";"sim";"não"
291449;"sim";"não";"não"
291450;"não";"sim";"não"
291451;"sim";"não";"não"
291452;"não";"sim";"não"
291454;"não";"não";"não"
291455;"sim";"não";"não"
291456;"sim";"não";"não"
291457;"sim";"não";"não"
291458;"sim";"não";"não"
291459;"não";"sim";"não"
291460;"não";"não";"não"
291461;"sim";"sim";"não"
291462;"sim";"não";"não"
291463;"sim";"não";"não"
291464;"não";"não";"sim"
291465;"sim";"não";"não"
291466;"não";"não";"não"
291467;"não";"não";"não"
291468;"sim";"não";"não"
291470;"sim";"não";"não"
291471;"sim";"não";"não"
291472;"não";"sim";"não"
291473;"não";"não";"não"
291474;"sim";"sim";"não"
291475;"sim";"não";"não"
291476;"sim";"sim";"não"
291477;"não";"sim";"não"
291478;"sim";"não";"não"
291479;"sim";"não";"não"
291480;"sim";"não";"não"
291481;"sim";"não";"não"
291482;"não";"não";"não"
291483;"sim";"não";"não"
291484;"não";"sim";"não"
291485;"não";"não";"não"
291486;"não";"sim";"não"
291487;"sim";"sim";"não"
291488;"não";"sim";"não"
291489;"sim";"não";"não"
291490;"não";"não";"não"
291491;"sim";"não";"não"
291492;"sim";"não";"não"
291493;"sim";"não";"não"
291494;"não";"não";"não"
291495;"não";"sim";"não"
291496;"sim";"não";"não"
291497;"não";"não";"não"
291498;"sim";"sim";"não"
291499;"não";"sim";"não"
291500;"sim";"não";"não"
291501;"não";"não";"não"
291502;"não";"sim";"não"
291503;"não";"sim";"não"
291504;"sim";"não";"não"
291505;"não";"sim";"não"
291506;"não";"sim";"não"
291507;"não";"não";"não"
291508;"não";"não";"não"
291509;"não";"não";"não"
291510;"não";"não";"não"
291511;"não";"não";"não"
291512;"não";"sim";"não"
291513;"não";"não";"não"
291514;"não";"sim";"não"
291515;"não";"sim";"não"
291516;"não";"sim";"não"
291517;"não";"não";"não"
291518;"não";"sim";"não"
291520;"sim";"não";"não"
291521;"sim";"não";"não"
291522;"sim";"não";"não"
291523;"sim";"não";"não"
291524;"sim";"sim";"não"
291525;"sim";"sim";"não"
291526;"não";"sim";"não"
291528;"sim";"não";"não"
291529;"sim";"não";"não"
291530;"não";"não";"não"
291532;"não";"não";"não"
291533;"sim";"não";"não"
291534;"sim";"não";"não"
291535;"não";"não";"não"
291536;"não";"sim";"não"
291537;"não";"sim";"não"
291539;"sim";"não";"não"
291540;"não";"não";"não"
291541;"não";"sim";"não"
291542;"não";"não";"não"
291543;"sim";"sim";"não"
291544;"sim";"sim";"não"
291545;"sim";"não";"não"
291546;"sim";"não";"não"
291547;"não";"não";"não"
291548;"não";"sim";"não"
291550;"não";"sim";"não"
291552;"sim";"não";"não"
291553;"não";"sim";"não"
291554;"não";"não";"não"
291555;"sim";"sim";"não"
291556;"não";"sim";"não"
291557;"sim";"sim";"não"
291558;"não";"não";"não"
291560;"sim";"não";"não"
291561;"não";"sim";"sim"
291562;"não";"sim";"não"
291563;"não";"não";"não"
291564;"sim";"não";"não"
291565;"não";"sim";"não"
291566;"não";"não";"não"
291567;"sim";"sim";"não"
291568;"não";"sim";"não"
291569;"não";"sim";"não"
291570;"não";"sim";"não"
291571;"sim";"não";"não"
291572;"sim";"não";"não"
291573;"não";"não";"sim"
291574;"não";"sim";"não"
291575;"sim";"não";"não"
291576;"não";"sim";"não"
291577;"sim";"não";"não"
291578;"não";"sim";"não"
291579;"sim";"sim";"não"
291580;"sim";"não";"não"
291581;"sim";"não";"não"
291583;"não";"sim";"não"
291584;"sim";"não";"não"
291585;"não";"não";"não"
291586;"não";"sim";"não"
291587;"não";"não";"não"
291589;"sim";"não";"não"
291590;"sim";"não";"não"
291592;"sim";"não";"não"
291593;"não";"não";"não"
291594;"não";"não";"não"
291595;"sim";"não";"não"
291596;"sim";"não";"não"
291597;"não";"sim";"não"
291598;"não";"não";"não"
291599;"sim";"não";"não"
291600;"sim";"não";"não"
291601;"não";"sim";"não"
291602;"não";"não";"não"
291603;"sim";"não";"não"
291604;"sim";"não";"não"
291605;"sim";"não";"não"
291606;"não";"sim";"não"
291607;"sim";"não";"não"
291608;"não";"não";"não"
291609;"não";"sim";"não"
291610;"não";"sim";"não"
291613;"sim";"não";"não"
291614;"não";"não";"não"
291615;"não";"não";"não"
291616;"não";"sim";"sim"
291617;"sim";"não";"não"
291618;"sim";"não";"não"
291619;"sim";"sim";"não"
291620;"sim";"não";"não"
291621;"sim";"não";"não"
291622;"não";"não";"não"
291623;"sim";"não";"não"
291624;"sim";"sim";"não"
291625;"não";"sim";"não"
291626;"não";"sim";"não"
291627;"não";"sim";"não"
291628;"sim";"não";"não"
291629;"não";"não";"não"
291630;"não";"não";"não"
291631;"sim";"não";"não"
291632;"não";"sim";"não"
291633;"sim";"não";"não"
291634;"não";"não";"não"
291635;"não";"não";"não"
291636;"não";"sim";"não"
291637;"não";"sim";"não"
291638;"não";"sim";"sim"
291639;"não";"sim";"não"
291640;"não";"não";"sim"
291641;"sim";"não";"não"
291642;"não";"sim";"não"
291643;"não";"não";"não"
291644;"sim";"não";"não"
291645;"não";"sim";"não"
291646;"sim";"não";"não"
291647;"não";"sim";"não"
291648;"não";"sim";"não"
291649;"não";"não";"não"
291650;"não";"sim";"não"
291651;"não";"sim";"não"
291652;"não";"sim";"não"
291653;"não";"sim";"não"
291654;"não";"sim";"não"
291655;"não";"sim";"não"
291656;"não";"sim";"não"
291657;"não";"não";"não"
291658;"não";"não";"não"
291659;"não";"não";"sim"
291660;"sim";"não";"não"
291661;"não";"sim";"não"
291662;"não";"sim";"não"
291663;"sim";"não";"não"
291664;"não";"não";"não"
291665;"sim";"não";"não"
291666;"não";"não";"não"
291668;"não";"não";"não"
291669;"sim";"não";"não"
291670;"não";"não";"não"
291671;"sim";"não";"não"
291672;"sim";"não";"não"
291673;"sim";"não";"não"
291674;"não";"sim";"não"
291675;"sim";"não";"não"
291677;"sim";"não";"não"
291678;"não";"não";"não"
291679;"sim";"sim";"não"
291681;"não";"sim";"não"
291682;"não";"não";"não"
291683;"não";"não";"não"
291684;"sim";"sim";"não"
291685;"sim";"não";"não"
291686;"sim";"não";"não"
291687;"não";"não";"não"
291688;"sim";"não";"não"
291689;"não";"não";"não"
291690;"não";"sim";"não"
291691;"não";"não";"não"
291694;"não";"não";"não"
291695;"não";"sim";"não"
291696;"sim";"não";"não"
291697;"não";"sim";"não"
291698;"sim";"não";"não"
291699;"sim";"não";"não"
291700;"não";"sim";"não"
291701;"sim";"não";"não"
291702;"sim";"sim";"não"
291703;"sim";"não";"não"
291704;"não";"sim";"não"
291705;"não";"sim";"não"
291707;"sim";"não";"não"
291708;"não";"não";"não"
291709;"não";"não";"não"
291710;"sim";"sim";"não"
291711;"sim";"não";"não"
291713;"não";"sim";"não"
291714;"sim";"não";"não"
291715;"sim";"não";"não"
291716;"sim";"não";"não"
291717;"sim";"não";"não"
291718;"não";"não";"não"
291719;"não";"não";"não"
291720;"não";"não";"não"
291721;"não";"sim";"não"
291722;"sim";"não";"não"
291723;"sim";"não";"não"
291724;"não";"sim";"não"
291725;"não";"não";"não"
291727;"sim";"não";"não"
291728;"sim";"não";"não"
291729;"sim";"não";"não"
291730;"não";"não";"não"
291731;"não";"não";"não"
291732;"sim";"não";"não"
291733;"sim";"não";"não"
291734;"sim";"não";"não"
291735;"sim";"não";"não"
291736;"não";"não";"não"
291737;"sim";"não";"não"
291738;"sim";"sim";"não"
291739;"não";"sim";"não"
291740;"não";"sim";"não"
291741;"sim";"não";"não"
291742;"não";"não";"não"
291743;"não";"não";"não"
291744;"sim";"não";"não"
291745;"sim";"sim";"não"
291746;"sim";"não";"não"
291747;"não";"não";"não"
291748;"não";"sim";"não"
291750;"sim";"não";"não"
291751;"sim";"não";"não"
291752;"não";"sim";"não"
291753;"não";"não";"não"
291754;"sim";"não";"não"
291755;"sim";"não";"não"
291757;"não";"sim";"não"
291758;"não";"sim";"não"
291759;"não";"sim";"não"
291760;"não";"sim";"não"
291761;"não";"sim";"não"
291762;"sim";"não";"não"
291763;"não";"não";"não"
291764;"não";"não";"não"
291765;"sim";"não";"não"
291767;"sim";"não";"não"
291768;"sim";"não";"não"
291769;"não";"sim";"não"
291770;"sim";"não";"não"
291771;"sim";"não";"não"
291772;"sim";"não";"não"
291773;"não";"não";"não"
291774;"sim";"sim";"não"
291775;"não";"sim";"não"
291776;"não";"sim";"não"
291777;"sim";"sim";"não"
291778;"não";"sim";"não"
291779;"não";"sim";"não"
291780;"sim";"não";"não"
291781;"sim";"não";"não"
291782;"sim";"não";"não"
291783;"sim";"não";"sim"
291784;"sim";"não";"não"
291785;"sim";"não";"não"
291786;"não";"sim";"não"
291787;"sim";"sim";"não"
291788;"não";"sim";"não"
291789;"não";"não";"não"
291790;"sim";"sim";"não"
291791;"sim";"não";"não"
291792;"sim";"não";"não"
291793;"não";"sim";"não"
291794;"não";"não";"não"
291795;"sim";"não";"não"
291796;"não";"sim";"não"
291797;"não";"não";"não"
291798;"não";"sim";"não"
291799;"não";"sim";"não"
291801;"não";"sim";"não"
291802;"sim";"não";"não"
291803;"não";"não";"não"
291804;"não";"sim";"não"
291805;"não";"sim";"não"
291806;"não";"não";"não"
291807;"não";"não";"não"
291808;"não";"sim";"não"
291809;"sim";"não";"não"
291810;"não";"sim";"não"
291811;"sim";"não";"não"
291812;"não";"não";"não"
291814;"sim";"não";"não"
291815;"não";"sim";"não"
291816;"não";"não";"não"
291817;"não";"sim";"não"
291818;"sim";"não";"não"
291819;"não";"não";"não"
291820;"sim";"não";"não"
291822;"não";"não";"não"
291823;"sim";"não";"não"
291824;"sim";"não";"não"
291825;"não";"sim";"não"
291826;"não";"não";"não"
291827;"sim";"sim";"não"
291828;"não";"sim";"não"
291829;"sim";"não";"não"
291830;"não";"não";"não"
291831;"não";"não";"não"
291832;"sim";"não";"não"
291833;"sim";"não";"não"
291834;"sim";"não";"não"
291836;"não";"não";"não"
291838;"não";"sim";"não"
291840;"sim";"não";"não"
291841;"sim";"não";"sim"
291842;"sim";"não";"não"
291843;"não";"não";"não"
291844;"não";"não";"não"
291846;"sim";"não";"não"
291847;"não";"não";"não"
291849;"não";"não";"não"
291850;"não";"sim";"não"
291851;"sim";"não";"não"
291852;"não";"sim";"não"
291853;"não";"não";"sim"
291855;"não";"não";"não"
291856;"não";"sim";"não"
291857;"sim";"não";"não"
291858;"não";"sim";"não"
291859;"não";"sim";"não"
291860;"não";"não";"não"
291861;"sim";"não";"não"
291863;"não";"não";"não"
291864;"não";"sim";"não"
291865;"não";"não";"não"
291866;"não";"não";"não"
291867;"não";"não";"não"
291868;"não";"não";"não"
291869;"não";"sim";"não"
291870;"sim";"não";"não"
291872;"não";"sim";"não"
291873;"não";"não";"não"
291874;"não";"não";"não"
291875;"sim";"não";"não"
291877;"não";"não";"não"
291878;"não";"não";"não"
291879;"sim";"não";"não"
291880;"sim";"não";"não"
291881;"não";"não";"não"
291882;"não";"não";"não"
291883;"não";"sim";"não"
291884;"sim";"não";"não"
291885;"sim";"não";"não"
291886;"não";"não";"não"
291887;"não";"não";"não"
291888;"não";"sim";"não"
291889;"sim";"não";"não"
291890;"não";"não";"não"
291892;"sim";"não";"não"
291893;"não";"sim";"não"
291894;"não";"não";"não"
291895;"não";"não";"não"
291896;"sim";"não";"não"
291897;"não";"não";"não"
291898;"não";"não";"não"
291899;"não";"sim";"não"
291900;"não";"sim";"não"
291901;"não";"não";"não"
291902;"não";"sim";"não"
291903;"não";"não";"não"
291904;"sim";"não";"não"
291905;"sim";"sim";"não"
291906;"não";"sim";"não"
291907;"não";"sim";"não"
291908;"não";"não";"não"
291911;"não";"sim";"não"
291912;"sim";"não";"não"
291913;"não";"não";"não"
291914;"não";"não";"não"
291917;"sim";"não";"não"
291918;"sim";"não";"não"
291919;"não";"não";"não"
291920;"sim";"não";"não"
291921;"sim";"não";"não"
291922;"sim";"não";"não"
291923;"não";"não";"não"
291925;"sim";"não";"não"
291926;"não";"sim";"não"
291927;"não";"não";"não"
291928;"não";"não";"não"
291929;"sim";"não";"não"
291930;"não";"não";"não"
291931;"não";"sim";"não"
291932;"não";"não";"não"
291933;"não";"não";"não"
291934;"não";"não";"não"
291935;"não";"não";"não"
291936;"não";"sim";"não"
291937;"não";"sim";"não"
291939;"não";"não";"não"
291940;"não";"não";"não"
291941;"sim";"não";"não"
291942;"não";"sim";"não"
291943;"não";"não";"não"
291944;"sim";"não";"não"
291945;"sim";"sim";"não"
291946;"não";"não";"não"
291947;"não";"sim";"sim"
291948;"não";"sim";"não"
291949;"sim";"não";"não"
291950;"sim";"não";"não"
291951;"não";"não";"não"
291952;"sim";"não";"não"
291953;"não";"não";"não"
291954;"não";"sim";"não"
291955;"não";"sim";"não"
291956;"sim";"não";"não"
291958;"sim";"não";"não"
291959;"sim";"não";"não"
291960;"não";"sim";"não"
291961;"não";"não";"não"
291962;"não";"não";"sim"
291963;"não";"não";"sim"
291964;"não";"sim";"não"
291965;"não";"sim";"não"
291966;"não";"sim";"não"
291967;"não";"não";"não"
291969;"não";"não";"não"
291970;"não";"não";"não"
291971;"sim";"não";"não"
291972;"não";"sim";"não"
291973;"sim";"não";"não"
291974;"não";"não";"não"
291975;"não";"sim";"não"
291976;"não";"não";"não"
291977;"não";"não";"não"
291978;"sim";"não";"não"
291980;"sim";"não";"não"
291985;"não";"sim";"não"
291986;"não";"sim";"não"
291988;"não";"sim";"não"
291989;"não";"não";"não"
291990;"não";"não";"não"
291991;"sim";"não";"não"
291992;"não";"não";"sim"
291993;"não";"não";"não"
291994;"sim";"não";"não"
291995;"sim";"não";"não"
291996;"não";"sim";"não"
291997;"sim";"não";"não"
291998;"sim";"não";"não"
291999;"não";"não";"não"
292000;"sim";"não";"não"
292001;"sim";"não";"não"
292002;"sim";"não";"não"
292003;"não";"sim";"não"
292004;"sim";"não";"não"
292005;"sim";"não";"não"
292006;"não";"não";"não"
292007;"sim";"não";"não"
292008;"sim";"não";"não"
292009;"não";"não";"não"
292010;"não";"não";"não"
292011;"não";"não";"não"
292012;"não";"sim";"não"
292013;"sim";"não";"não"
292014;"não";"não";"não"
292015;"sim";"sim";"não"
292016;"não";"não";"não"
292017;"não";"não";"não"
292018;"não";"sim";"não"
292019;"sim";"não";"não"
292020;"não";"sim";"não"
292022;"não";"não";"não"
292023;"sim";"não";"não"
292024;"não";"não";"sim"
292027;"sim";"não";"não"
292028;"não";"sim";"não"
292030;"sim";"não";"não"
292032;"não";"não";"não"
292033;"não";"não";"não"
292035;"não";"não";"não"
292036;"sim";"não";"não"
292038;"não";"sim";"não"
292039;"sim";"não";"não"
292040;"sim";"não";"não"
292041;"não";"sim";"não"
292042;"não";"não";"não"
292043;"sim";"não";"não"
292044;"não";"não";"não"
292045;"não";"não";"não"
292046;"não";"sim";"não"
292047;"não";"não";"não"
292048;"não";"não";"não"
292049;"sim";"não";"não"
292050;"não";"não";"não"
292051;"não";"sim";"não"
292052;"não";"sim";"não"
292053;"não";"sim";"não"
292054;"sim";"não";"não"
292055;"não";"não";"não"
292056;"não";"sim";"não"
292057;"sim";"não";"não"
292058;"sim";"não";"não"
292059;"não";"sim";"não"
292061;"sim";"não";"não"
292062;"sim";"não";"não"
292063;"não";"não";"não"
292064;"sim";"não";"não"
292065;"não";"sim";"não"
292066;"sim";"não";"não"
292067;"não";"não";"não"
292068;"não";"não";"não"
292069;"não";"não";"não"
292070;"sim";"não";"não"
292072;"sim";"não";"não"
292073;"sim";"não";"não"
292074;"sim";"não";"não"
292075;"não";"sim";"não"
292076;"não";"não";"não"
292077;"sim";"não";"não"
292079;"não";"não";"não"
292080;"sim";"não";"não"
292081;"não";"sim";"não"
292082;"não";"sim";"não"
292083;"sim";"não";"não"
292084;"sim";"não";"não"
292085;"sim";"não";"não"
292086;"sim";"não";"não"
292087;"sim";"não";"não"
292089;"sim";"não";"não"
292090;"não";"não";"não"
292091;"não";"não";"sim"
292092;"não";"não";"não"
292093;"sim";"não";"não"
292094;"sim";"não";"não"
292095;"não";"não";"não"
292096;"sim";"não";"não"
292098;"não";"não";"não"
292099;"sim";"não";"não"
292100;"não";"não";"não"
292102;"sim";"não";"não"
292103;"não";"não";"não"
292104;"não";"não";"não"
292106;"não";"não";"não"
292107;"não";"sim";"não"
292108;"não";"sim";"não"
292109;"não";"não";"não"
292110;"sim";"não";"não"
292111;"não";"sim";"não"
292112;"sim";"não";"não"
292115;"não";"sim";"não"
292116;"não";"não";"não"
292117;"não";"sim";"não"
292119;"não";"sim";"não"
292120;"não";"sim";"não"
292121;"não";"sim";"não"
292123;"não";"sim";"não"
292125;"não";"não";"não"
292128;"sim";"não";"não"
292129;"não";"não";"não"
292130;"não";"sim";"não"
292133;"sim";"não";"não"
292134;"não";"sim";"não"
292135;"sim";"não";"não"
292136;"não";"não";"não"
292138;"sim";"sim";"não"
292139;"sim";"não";"não"
292140;"sim";"não";"não"
292141;"não";"não";"não"
292142;"sim";"não";"não"
292143;"não";"não";"não"
292144;"sim";"não";"não"
292145;"não";"não";"não"
292146;"sim";"não";"não"
292147;"não";"sim";"não"
292148;"não";"sim";"não"
292158;"não";"sim";"não"
292159;"sim";"sim";"não"
292160;"não";"sim";"não"
292163;"não";"sim";"não"
292164;"sim";"não";"não"
292165;"não";"não";"não"
292166;"não";"não";"não"
292167;"não";"não";"não"
292168;"sim";"sim";"não"
292169;"não";"sim";"não"
292171;"não";"sim";"não"
292172;"não";"sim";"não"
292173;"não";"não";"não"
292174;"não";"sim";"sim"
292175;"não";"não";"não"
292176;"não";"não";"não"
292177;"não";"não";"não"
292178;"não";"sim";"não"
292179;"não";"não";"não"
292180;"não";"sim";"não"
292181;"não";"sim";"não"
292182;"não";"não";"não"
292183;"sim";"não";"não"
292184;"não";"não";"não"
292186;"não";"não";"não"
292187;"não";"sim";"não"
292188;"não";"sim";"não"
292189;"não";"não";"não"
292191;"não";"sim";"não"
292193;"não";"sim";"não"
292194;"não";"não";"não"
292195;"não";"sim";"não"
292196;"não";"sim";"não"
292197;"não";"sim";"não"
292198;"sim";"não";"sim"
292199;"não";"não";"não"
292200;"não";"não";"não"
292202;"não";"não";"não"
292203;"não";"sim";"não"
292204;"não";"não";"não"
292205;"sim";"não";"não"
292206;"não";"sim";"não"
292207;"não";"não";"não"
292208;"não";"não";"não"
292209;"sim";"não";"não"
292210;"sim";"não";"não"
292211;"sim";"não";"não"
292212;"não";"não";"não"
292213;"não";"sim";"não"
292214;"sim";"não";"não"
292215;"não";"não";"não"
292216;"sim";"não";"não"
292217;"não";"não";"não"
292218;"não";"sim";"não"
292219;"sim";"não";"não"
292221;"sim";"não";"não"
292223;"não";"sim";"não"
292224;"não";"não";"não"
292226;"sim";"sim";"não"
292228;"não";"não";"não"
292229;"não";"sim";"não"
292230;"não";"não";"não"
292231;"não";"sim";"não"
292232;"não";"sim";"não"
292233;"não";"sim";"não"
292234;"sim";"não";"não"
292235;"não";"não";"não"
292236;"sim";"não";"não"
292237;"não";"sim";"não"
292238;"não";"sim";"não"
292239;"sim";"não";"não"
292240;"sim";"sim";"não"
292241;"não";"não";"não"
292242;"sim";"não";"não"
292243;"sim";"não";"não"
292244;"não";"não";"não"
292245;"não";"não";"não"
292246;"não";"não";"não"
292247;"sim";"não";"não"
292248;"não";"não";"não"
292249;"sim";"não";"não"
292250;"não";"não";"não"
292251;"sim";"sim";"não"
292252;"sim";"não";"não"
292253;"não";"sim";"não"
292254;"sim";"sim";"não"
292255;"não";"não";"não"
292256;"não";"não";"não"
292257;"não";"sim";"não"
292258;"não";"não";"não"
292259;"sim";"não";"não"
292260;"sim";"não";"não"
292262;"sim";"não";"não"
292263;"não";"sim";"não"
292265;"não";"não";"não"
292266;"não";"não";"não"
292268;"sim";"não";"não"
292269;"não";"não";"não"
292270;"não";"sim";"não"
292271;"sim";"não";"não"
292272;"sim";"não";"não"
292273;"sim";"não";"não"
292274;"não";"não";"não"
292275;"não";"não";"não"
292276;"não";"sim";"não"
292277;"não";"não";"não"
292278;"não";"sim";"não"
292279;"sim";"não";"não"
292280;"não";"não";"não"
292281;"não";"sim";"não"
292282;"sim";"não";"não"
292283;"não";"não";"não"
292284;"sim";"não";"não"
292285;"não";"sim";"não"
292286;"não";"não";"não"
292287;"não";"não";"não"
292288;"sim";"não";"não"
292289;"não";"não";"não"
292290;"não";"não";"não"
292292;"sim";"não";"não"
292293;"não";"sim";"não"
292294;"sim";"sim";"não"
292295;"não";"sim";"não"
292296;"não";"não";"não"
292297;"não";"sim";"não"
292298;"não";"sim";"não"
292299;"não";"não";"não"
292300;"não";"sim";"não"
292301;"sim";"não";"sim"
292302;"sim";"não";"não"
292303;"sim";"não";"não"
292304;"não";"não";"não"
292305;"não";"não";"não"
292307;"sim";"não";"não"
292308;"sim";"não";"não"
292309;"sim";"não";"não"
292310;"sim";"sim";"não"
292311;"não";"não";"não"
292313;"sim";"não";"não"
292314;"não";"não";"não"
292315;"não";"não";"não"
292316;"não";"sim";"não"
292317;"não";"sim";"não"
292318;"sim";"não";"não"
292319;"sim";"não";"não"
292320;"não";"sim";"não"
292321;"não";"sim";"não"
292322;"não";"sim";"não"
292323;"não";"sim";"não"
292324;"não";"não";"não"
292326;"não";"não";"não"
292327;"não";"não";"não"
292328;"não";"não";"não"
292329;"sim";"não";"não"
292330;"sim";"não";"não"
292331;"sim";"não";"não"
292332;"não";"sim";"não"
292333;"sim";"não";"não"
292334;"não";"não";"não"
292335;"não";"sim";"não"
292336;"não";"sim";"não"
292337;"sim";"não";"não"
292338;"não";"sim";"não"
292340;"sim";"não";"não"
292341;"não";"não";"não"
292342;"não";"não";"não"
292343;"sim";"não";"não"
292344;"não";"sim";"não"
292345;"não";"sim";"não"
292346;"sim";"não";"não"
292347;"sim";"não";"não"
292348;"sim";"não";"não"
292349;"não";"não";"não"
292350;"não";"sim";"não"
292351;"não";"sim";"não"
292352;"não";"sim";"não"
292353;"não";"não";"não"
292354;"não";"não";"não"
292355;"sim";"não";"não"
292356;"não";"não";"não"
292357;"sim";"não";"não"
292358;"não";"sim";"não"
292359;"não";"não";"não"
292360;"não";"não";"não"
292361;"não";"não";"não"
292362;"não";"sim";"não"
292363;"sim";"não";"não"
292365;"não";"não";"não"
292366;"sim";"não";"não"
292367;"não";"sim";"não"
292368;"não";"não";"não"
292369;"não";"não";"não"
292370;"não";"não";"não"
292371;"não";"não";"não"
292372;"não";"não";"não"
292373;"sim";"não";"não"
292374;"não";"não";"não"
292375;"sim";"não";"não"
292376;"não";"não";"não"
292377;"não";"não";"não"
292378;"sim";"não";"não"
292379;"sim";"não";"não"
292380;"não";"sim";"não"
292381;"não";"sim";"não"
292382;"sim";"não";"não"
292383;"não";"não";"não"
292384;"não";"sim";"não"
292385;"não";"não";"não"
292386;"não";"não";"não"
292388;"não";"não";"não"
292389;"sim";"não";"não"
292390;"não";"sim";"não"
